CodigoPrestador,RangoDias,Hospitaloccupancy
50010217501,2022-01-23,17
50010217501,2022-01-24,21
50010217501,2022-01-25,19
50010217501,2022-01-26,13
50010217501,2022-01-27,14
50010217501,2022-01-28,15
50010217501,2022-01-29,6
50010217501,2022-01-30,9
50010217501,2022-01-31,11
50010217501,2022-05-13,1
50010217501,2022-06-05,1
50010217501,2022-07-13,1
50010217501,2022-07-25,2
50010217501,2022-07-26,1
50010217501,2022-07-27,1
50010217501,2022-07-28,1
50010217501,2022-07-29,1
50010217501,2022-07-30,1
50010217501,2022-07-31,1
50010217501,2022-08-01,1
50010217501,2022-08-02,1
50010217501,2022-08-03,1
50010217501,2022-08-04,1
50010217501,2022-08-05,1
50010217501,2022-08-06,1
50010217501,2022-08-07,1
50010217501,2022-08-08,1
50010217501,2022-08-09,1
50010217501,2022-08-10,1
50010217501,2022-08-11,1
50010217501,2022-08-12,2
50010217501,2022-08-13,2
50010217501,2022-08-14,1
50010217501,2022-08-15,1
50010217501,2022-08-16,1
50010217501,2022-08-17,1
50010217501,2022-08-18,1
50010217501,2022-08-19,1
50010217501,2022-08-20,1
50010217501,2022-08-21,1
50010217501,2022-08-22,2
50010217501,2022-08-23,2
50010217501,2022-08-24,1
50010217501,2022-08-25,1
50010217501,2022-08-26,1
50010217501,2022-08-27,2
50010217501,2022-08-28,1
50010217501,2022-08-29,1
50010217501,2022-08-30,1
50010217501,2022-08-31,1
50010217501,2022-09-01,1
50010217501,2022-09-02,1
50010217501,2022-09-03,1
50010217501,2022-09-04,2
50010217501,2022-09-05,1
50010217501,2022-09-06,2
50010217501,2022-09-07,2
50010217501,2022-09-08,1
50010217501,2022-09-09,1
50010217501,2022-09-10,1
50010217501,2022-09-11,2
50010217501,2022-09-12,1
50010217501,2022-09-13,1
50010217501,2022-09-14,1
50010217501,2022-09-15,1
50010217501,2022-09-16,1
50010217501,2022-09-17,1
50010217501,2022-09-18,4
50010217501,2022-09-19,1
50010217501,2022-09-20,1
50010217501,2022-09-21,1
50010217501,2022-09-22,3
50010217501,2022-09-23,1
50010217501,2022-09-24,1
50010217501,2022-09-25,1
50010217501,2022-09-26,2
50010217501,2022-09-27,1
50010217501,2022-09-28,2
50010217501,2022-09-29,2
50010217501,2022-09-30,1
50010217501,2022-10-01,1
50010217501,2022-10-02,4
50010217501,2022-10-03,2
50010217501,2022-10-04,3
50010217501,2022-10-05,1
50010217501,2022-10-06,1
50010217501,2022-10-07,1
50010217501,2022-10-08,1
50010217501,2022-10-09,2
50010217501,2022-10-10,1
50010217501,2022-10-11,2
50010217501,2022-10-12,1
50010217501,2022-10-13,1
50010217501,2022-10-14,1
50010217501,2022-10-15,1
50010217501,2022-10-16,2
50010217501,2022-10-17,1
50010217501,2022-10-18,1
50010217501,2022-10-19,3
50010217501,2022-10-20,2
50010217501,2022-10-21,2
50010217501,2022-10-22,2
50010217501,2022-10-23,1
50010217501,2022-10-24,3
50010217501,2022-10-25,2
50010217501,2022-10-26,6
50010217501,2022-10-27,2
50010217501,2022-10-28,5
50010217501,2022-10-29,2
50010217501,2022-10-30,4
50010217501,2022-10-31,2
50010217501,2022-11-01,2
50010217501,2022-11-02,1
50010217501,2022-11-03,1
50010217501,2022-11-04,1
50010217501,2022-11-05,3
50010217501,2022-11-06,4
50010217501,2022-11-07,5
50010217501,2022-11-08,3
50010217501,2022-11-09,2
50010217501,2022-11-10,2
50010217501,2022-11-11,6
50010217501,2022-11-12,4
50010217501,2022-11-13,6
50010217501,2022-11-14,6
50010217501,2022-11-15,14
50010217501,2022-11-16,7
50010217501,2022-11-17,6
50010217501,2022-11-18,5
50010217501,2022-11-19,8
50010217501,2022-11-20,7
50010217501,2022-11-21,11
50010217501,2022-11-22,12
50010217501,2022-11-23,12
50010217501,2022-11-24,16
50010217501,2022-11-25,13
50010217501,2022-11-26,21
50010217501,2022-11-27,13
50010217501,2022-11-28,23
50010217501,2022-11-29,20
50010217501,2022-11-30,45
50010217501,2022-12-01,48
50010217501,2022-12-02,45
50010217501,2022-12-03,53
50010217501,2022-12-04,45
50010217501,2022-12-05,59
50010217501,2022-12-06,52
50010217501,2022-12-07,57
50010217501,2022-12-08,33
50010217501,2022-12-09,41
50010217501,2022-12-10,38
50010217501,2022-12-11,43
50010217501,2022-12-12,58
50010217501,2022-12-13,58
50010217501,2022-12-14,57
50010217501,2022-12-15,51
50010217501,2022-12-16,47
50010217501,2022-12-17,30
50010217501,2022-12-18,35
50010217501,2022-12-19,64
50010217501,2022-12-20,45
50010217501,2022-12-21,51
50010217501,2022-12-22,46
50010217501,2022-12-23,33
50010217501,2022-12-24,34
50010217501,2022-12-25,47
50010217501,2022-12-26,59
50010217501,2022-12-27,49
50010217501,2022-12-28,39
50010217501,2022-12-29,44
50010217501,2022-12-30,54
50010217501,2022-12-31,35
50010217501,2023-01-01,2
50010217501,2023-01-02,1
50010217501,2023-01-03,1
50010217501,2023-01-04,1
50010217501,2023-01-05,1
50010217501,2023-01-06,1
50010217501,2023-01-07,1
50010217501,2023-01-08,1
50010217501,2023-01-09,1
50010217501,2023-01-10,1
50010217501,2023-01-11,1
50010217501,2023-01-12,1
50010217501,2023-01-13,1
50010217501,2023-01-14,1
50010217501,2023-01-15,1
50010217501,2023-01-16,1
50010217501,2023-01-17,1
50010217501,2023-01-18,1
50010217501,2023-01-19,1
50010217501,2023-01-20,1
50010217501,2023-01-21,1
50010217501,2023-01-22,1
50010217501,2023-01-23,1
50010217501,2023-01-24,1
50010217501,2023-01-25,1
50010217501,2023-01-26,1
50010217501,2023-01-27,1
50010217501,2023-01-28,1
50010217501,2023-01-29,1
50010217501,2023-01-30,1
50010217501,2023-01-31,1
50010217501,2023-02-01,1
50010217501,2023-02-02,1
50010217501,2023-02-03,1
50010217501,2023-02-04,1
50010217501,2023-02-05,1
50010217501,2023-02-06,1
50010217501,2023-02-07,1
50010217501,2023-02-08,1
50010217501,2023-02-09,1
50010217501,2023-02-10,1
50010217501,2023-02-11,1
50010217501,2023-02-12,1
50010217501,2023-02-13,1
50010217501,2023-02-14,1
50010217501,2023-02-15,1
50010217501,2023-02-16,1
50010217501,2023-02-17,1
50010217501,2023-02-18,1
50010217501,2023-02-19,1
50010217501,2023-02-20,1
50010217501,2023-02-21,1
50010217501,2023-02-22,1
50010217501,2023-02-23,1
50010217501,2023-02-24,1
50010217501,2023-02-25,1
50010217501,2023-02-26,1
50010217501,2023-02-27,1
50010217501,2023-02-28,1
50010217501,2023-03-01,1
50010217501,2023-03-02,1
50010217501,2023-03-03,1
50010217501,2023-03-04,1
50010217501,2023-03-05,1
50010217501,2023-03-06,1
50010217501,2023-03-07,1
50010217501,2023-03-08,1
50010217501,2023-03-09,1
50010217501,2023-03-10,1
50010217501,2023-03-11,1
50010217501,2023-03-12,1
50010217501,2023-03-13,1
50010217501,2023-03-14,1
50010217501,2023-03-15,1
50010217801,2019-01-01,311
50010217801,2019-01-02,372
50010217801,2019-01-03,428
50010217801,2019-01-04,460
50010217801,2019-01-05,501
50010217801,2019-01-06,442
50010217801,2019-01-07,440
50010217801,2019-01-08,509
50010217801,2019-01-09,481
50010217801,2019-01-10,534
50010217801,2019-01-11,546
50010217801,2019-01-12,528
50010217801,2019-01-13,512
50010217801,2019-01-14,538
50010217801,2019-01-15,566
50010217801,2019-01-16,599
50010217801,2019-01-17,589
50010217801,2019-01-18,479
50010217801,2019-01-19,510
50010217801,2019-01-20,488
50010217801,2019-01-21,554
50010217801,2019-01-22,530
50010217801,2019-01-23,561
50010217801,2019-01-24,605
50010217801,2019-01-25,551
50010217801,2019-01-26,491
50010217801,2019-01-27,534
50010217801,2019-01-28,563
50010217801,2019-01-29,544
50010217801,2019-01-30,579
50010217801,2019-01-31,482
50010217801,2019-02-01,544
50010217801,2019-02-02,541
50010217801,2019-02-03,531
50010217801,2019-02-04,560
50010217801,2019-02-05,580
50010217801,2019-02-06,589
50010217801,2019-02-07,574
50010217801,2019-02-08,573
50010217801,2019-02-09,570
50010217801,2019-02-10,502
50010217801,2019-02-11,549
50010217801,2019-02-12,557
50010217801,2019-02-13,538
50010217801,2019-02-14,532
50010217801,2019-02-15,486
50010217801,2019-02-16,448
50010217801,2019-02-17,499
50010217801,2019-02-18,541
50010217801,2019-02-19,462
50010217801,2019-02-20,443
50010217801,2019-02-21,464
50010217801,2019-02-22,491
50010217801,2019-02-23,454
50010217801,2019-02-24,487
50010217801,2019-02-25,486
50010217801,2019-02-26,456
50010217801,2019-02-27,344
50010217801,2019-02-28,211
50010217801,2019-03-01,36
50010217801,2019-03-02,30
50010217801,2019-03-03,26
50010217801,2019-03-04,33
50010217801,2019-03-05,41
50010217801,2019-03-06,45
50010217801,2019-03-07,43
50010217801,2019-03-08,47
50010217801,2019-03-09,42
50010217801,2019-03-10,44
50010217801,2019-03-11,55
50010217801,2019-03-12,51
50010217801,2019-03-13,57
50010217801,2019-03-14,67
50010217801,2019-03-15,75
50010217801,2019-03-16,90
50010217801,2019-03-17,96
50010217801,2019-03-18,96
50010217801,2019-03-19,108
50010217801,2019-03-20,108
50010217801,2019-03-21,111
50010217801,2019-03-22,103
50010217801,2019-03-23,124
50010217801,2019-03-24,124
50010217801,2019-03-25,130
50010217801,2019-03-26,149
50010217801,2019-03-27,163
50010217801,2019-03-28,187
50010217801,2019-03-29,217
50010217801,2019-03-30,216
50010217801,2019-03-31,327
50010217801,2019-04-01,541
50010217801,2019-04-02,550
50010217801,2019-04-03,512
50010217801,2019-04-04,540
50010217801,2019-04-05,519
50010217801,2019-04-06,502
50010217801,2019-04-07,516
50010217801,2019-04-08,587
50010217801,2019-04-09,616
50010217801,2019-04-10,601
50010217801,2019-04-11,584
50010217801,2019-04-12,543
50010217801,2019-04-13,558
50010217801,2019-04-14,516
50010217801,2019-04-15,589
50010217801,2019-04-16,545
50010217801,2019-04-17,529
50010217801,2019-04-18,488
50010217801,2019-04-19,482
50010217801,2019-04-20,472
50010217801,2019-04-21,491
50010217801,2019-04-22,520
50010217801,2019-04-23,559
50010217801,2019-04-24,498
50010217801,2019-04-25,548
50010217801,2019-04-26,521
50010217801,2019-04-27,521
50010217801,2019-04-28,512
50010217801,2019-04-29,557
50010217801,2019-04-30,509
50010217801,2019-05-01,483
50010217801,2019-05-02,511
50010217801,2019-05-03,512
50010217801,2019-05-04,499
50010217801,2019-05-05,540
50010217801,2019-05-06,536
50010217801,2019-05-07,547
50010217801,2019-05-08,506
50010217801,2019-05-09,473
50010217801,2019-05-10,542
50010217801,2019-05-11,471
50010217801,2019-05-12,485
50010217801,2019-05-13,524
50010217801,2019-05-14,537
50010217801,2019-05-15,572
50010217801,2019-05-16,534
50010217801,2019-05-17,526
50010217801,2019-05-18,537
50010217801,2019-05-19,502
50010217801,2019-05-20,589
50010217801,2019-05-21,602
50010217801,2019-05-22,530
50010217801,2019-05-23,558
50010217801,2019-05-24,555
50010217801,2019-05-25,537
50010217801,2019-05-26,477
50010217801,2019-05-27,593
50010217801,2019-05-28,546
50010217801,2019-05-29,539
50010217801,2019-05-30,550
50010217801,2019-05-31,529
50010217801,2019-06-01,536
50010217801,2019-06-02,512
50010217801,2019-06-03,492
50010217801,2019-06-04,581
50010217801,2019-06-05,555
50010217801,2019-06-06,571
50010217801,2019-06-07,571
50010217801,2019-06-08,556
50010217801,2019-06-09,507
50010217801,2019-06-10,590
50010217801,2019-06-11,554
50010217801,2019-06-12,563
50010217801,2019-06-13,585
50010217801,2019-06-14,547
50010217801,2019-06-15,533
50010217801,2019-06-16,544
50010217801,2019-06-17,562
50010217801,2019-06-18,549
50010217801,2019-06-19,570
50010217801,2019-06-20,572
50010217801,2019-06-21,566
50010217801,2019-06-22,529
50010217801,2019-06-23,536
50010217801,2019-06-24,562
50010217801,2019-06-25,566
50010217801,2019-06-26,552
50010217801,2019-06-27,572
50010217801,2019-06-28,595
50010217801,2019-06-29,557
50010217801,2019-06-30,572
50010217801,2019-07-01,558
50010217801,2019-07-02,552
50010217801,2019-07-03,594
50010217801,2019-07-04,573
50010217801,2019-07-05,574
50010217801,2019-07-06,521
50010217801,2019-07-07,519
50010217801,2019-07-08,577
50010217801,2019-07-09,559
50010217801,2019-07-10,556
50010217801,2019-07-11,553
50010217801,2019-07-12,502
50010217801,2019-07-13,563
50010217801,2019-07-14,553
50010217801,2019-07-15,551
50010217801,2019-07-16,522
50010217801,2019-07-17,552
50010217801,2019-07-18,568
50010217801,2019-07-19,580
50010217801,2019-07-20,564
50010217801,2019-07-21,546
50010217801,2019-07-22,586
50010217801,2019-07-23,562
50010217801,2019-07-24,585
50010217801,2019-07-25,565
50010217801,2019-07-26,536
50010217801,2019-07-27,562
50010217801,2019-07-28,590
50010217801,2019-07-29,584
50010217801,2019-07-30,607
50010217801,2019-07-31,545
50010217801,2019-08-01,557
50010217801,2019-08-02,519
50010217801,2019-08-03,533
50010217801,2019-08-04,538
50010217801,2019-08-05,591
50010217801,2019-08-06,566
50010217801,2019-08-07,536
50010217801,2019-08-08,564
50010217801,2019-08-09,554
50010217801,2019-08-10,536
50010217801,2019-08-11,501
50010217801,2019-08-12,540
50010217801,2019-08-13,524
50010217801,2019-08-14,535
50010217801,2019-08-15,533
50010217801,2019-08-16,545
50010217801,2019-08-17,494
50010217801,2019-08-18,535
50010217801,2019-08-19,562
50010217801,2019-08-20,590
50010217801,2019-08-21,598
50010217801,2019-08-22,591
50010217801,2019-08-23,607
50010217801,2019-08-24,548
50010217801,2019-08-25,533
50010217801,2019-08-26,609
50010217801,2019-08-27,541
50010217801,2019-08-28,556
50010217801,2019-08-29,575
50010217801,2019-08-30,523
50010217801,2019-08-31,568
50010217801,2019-09-01,521
50010217801,2019-09-02,538
50010217801,2019-09-03,525
50010217801,2019-09-04,542
50010217801,2019-09-05,497
50010217801,2019-09-06,500
50010217801,2019-09-07,480
50010217801,2019-09-08,458
50010217801,2019-09-09,538
50010217801,2019-09-10,521
50010217801,2019-09-11,510
50010217801,2019-09-12,541
50010217801,2019-09-13,493
50010217801,2019-09-14,501
50010217801,2019-09-15,441
50010217801,2019-09-16,508
50010217801,2019-09-17,503
50010217801,2019-09-18,491
50010217801,2019-09-19,463
50010217801,2019-09-20,448
50010217801,2019-09-21,455
50010217801,2019-09-22,444
50010217801,2019-09-23,475
50010217801,2019-09-24,474
50010217801,2019-09-25,473
50010217801,2019-09-26,421
50010217801,2019-09-27,495
50010217801,2019-09-28,451
50010217801,2019-09-29,479
50010217801,2019-09-30,513
50010217801,2019-10-01,468
50010217801,2019-10-02,506
50010217801,2019-10-03,504
50010217801,2019-10-04,506
50010217801,2019-10-05,494
50010217801,2019-10-06,496
50010217801,2019-10-07,536
50010217801,2019-10-08,521
50010217801,2019-10-09,529
50010217801,2019-10-10,492
50010217801,2019-10-11,498
50010217801,2019-10-12,458
50010217801,2019-10-13,470
50010217801,2019-10-14,473
50010217801,2019-10-15,486
50010217801,2019-10-16,504
50010217801,2019-10-17,508
50010217801,2019-10-18,514
50010217801,2019-10-19,488
50010217801,2019-10-20,512
50010217801,2019-10-21,512
50010217801,2019-10-22,540
50010217801,2019-10-23,518
50010217801,2019-10-24,492
50010217801,2019-10-25,504
50010217801,2019-10-26,470
50010217801,2019-10-27,478
50010217801,2019-10-28,541
50010217801,2019-10-29,515
50010217801,2019-10-30,488
50010217801,2019-10-31,494
50010217801,2019-11-01,505
50010217801,2019-11-02,487
50010217801,2019-11-03,447
50010217801,2019-11-04,490
50010217801,2019-11-05,525
50010217801,2019-11-06,495
50010217801,2019-11-07,535
50010217801,2019-11-08,522
50010217801,2019-11-09,458
50010217801,2019-11-10,475
50010217801,2019-11-11,416
50010217801,2019-11-12,455
50010217801,2019-11-13,468
50010217801,2019-11-14,499
50010217801,2019-11-15,447
50010217801,2019-11-16,429
50010217801,2019-11-17,471
50010217801,2019-11-18,527
50010217801,2019-11-19,504
50010217801,2019-11-20,465
50010217801,2019-11-21,436
50010217801,2019-11-22,473
50010217801,2019-11-23,432
50010217801,2019-11-24,470
50010217801,2019-11-25,486
50010217801,2019-11-26,487
50010217801,2019-11-27,465
50010217801,2019-11-28,487
50010217801,2019-11-29,506
50010217801,2019-11-30,483
50010217801,2019-12-01,470
50010217801,2019-12-02,477
50010217801,2019-12-03,490
50010217801,2019-12-04,508
50010217801,2019-12-05,485
50010217801,2019-12-06,473
50010217801,2019-12-07,428
50010217801,2019-12-08,415
50010217801,2019-12-09,412
50010217801,2019-12-10,420
50010217801,2019-12-11,419
50010217801,2019-12-12,421
50010217801,2019-12-13,405
50010217801,2019-12-14,388
50010217801,2019-12-15,365
50010217801,2019-12-16,403
50010217801,2019-12-17,418
50010217801,2019-12-18,410
50010217801,2019-12-19,420
50010217801,2019-12-20,407
50010217801,2019-12-21,400
50010217801,2019-12-22,453
50010217801,2019-12-23,403
50010217801,2019-12-24,349
50010217801,2019-12-25,394
50010217801,2019-12-26,376
50010217801,2019-12-27,413
50010217801,2019-12-28,362
50010217801,2019-12-29,384
50010217801,2019-12-30,305
50010217801,2019-12-31,214
50010217802,2019-03-03,1
50010217802,2019-03-04,1
50010217802,2019-03-05,1
50010217802,2019-03-06,1
50010217802,2019-03-07,1
50010217802,2019-03-08,1
50010217802,2019-03-09,1
50010217802,2019-03-10,1
50010217802,2019-03-11,1
50010217802,2019-03-12,1
50010217802,2019-03-13,1
50010217802,2019-03-14,1
50010217802,2019-03-15,1
50010217802,2019-03-16,1
50010217802,2019-03-17,1
50010217802,2019-03-18,1
50010217802,2019-03-19,1
50010217802,2019-03-20,1
50010217802,2019-03-21,1
50010217802,2019-03-22,1
50010217802,2019-03-23,1
50010217802,2019-03-24,1
50010217802,2019-03-25,1
50010217802,2019-03-26,1
50010217802,2019-03-27,1
50010217802,2019-03-28,1
50010217802,2019-03-29,1
50010217802,2019-03-30,1
50010217802,2019-03-31,1
50010217802,2019-04-01,2
50010217802,2019-04-02,2
50010217802,2019-04-03,2
50010217802,2019-04-04,2
50010217802,2019-04-05,2
50010217802,2019-04-06,2
50010217802,2019-04-07,2
50010217802,2019-04-08,2
50010217802,2019-04-09,2
50010217802,2019-04-10,2
50010217802,2019-04-11,2
50010217802,2019-04-12,2
50010217802,2019-04-13,2
50010217802,2019-04-14,2
50010217802,2019-04-15,2
50010217802,2019-04-16,2
50010217802,2019-04-17,3
50010217802,2019-04-18,3
50010217802,2019-04-19,3
50010217802,2019-04-20,3
50010217802,2019-04-21,3
50010217802,2019-04-22,3
50010217802,2019-04-23,3
50010217802,2019-04-24,3
50010217802,2019-04-25,3
50010217802,2019-04-26,3
50010217802,2019-04-27,3
50010217802,2019-04-28,3
50010217802,2019-04-29,3
50010217802,2019-04-30,3
50010217802,2019-05-01,3
50010217802,2019-05-02,3
50010217802,2019-05-03,3
50010217802,2019-05-04,3
50010217802,2019-05-05,3
50010217802,2019-05-06,3
50010217802,2019-05-07,3
50010217802,2019-05-08,3
50010217802,2019-05-09,4
50010217802,2019-05-10,4
50010217802,2019-05-11,4
50010217802,2019-05-12,4
50010217802,2019-05-13,4
50010217802,2019-05-14,4
50010217802,2019-05-15,4
50010217802,2019-05-16,5
50010217802,2019-05-17,5
50010217802,2019-05-18,5
50010217802,2019-05-19,6
50010217802,2019-05-20,6
50010217802,2019-05-21,6
50010217802,2019-05-22,6
50010217802,2019-05-23,6
50010217802,2019-05-24,6
50010217802,2019-05-25,6
50010217802,2019-05-26,6
50010217802,2019-05-27,7
50010217802,2019-05-28,6
50010217802,2019-05-29,8
50010217802,2019-05-30,8
50010217802,2019-05-31,8
50010217802,2019-06-01,8
50010217802,2019-06-02,8
50010217802,2019-06-03,8
50010217802,2019-06-04,8
50010217802,2019-06-05,8
50010217802,2019-06-06,8
50010217802,2019-06-07,8
50010217802,2019-06-08,8
50010217802,2019-06-09,8
50010217802,2019-06-10,8
50010217802,2019-06-11,8
50010217802,2019-06-12,8
50010217802,2019-06-13,9
50010217802,2019-06-14,10
50010217802,2019-06-15,8
50010217802,2019-06-16,8
50010217802,2019-06-17,8
50010217802,2019-06-18,8
50010217802,2019-06-19,8
50010217802,2019-06-20,8
50010217802,2019-06-21,8
50010217802,2019-06-22,8
50010217802,2019-06-23,8
50010217802,2019-06-24,8
50010217802,2019-06-25,8
50010217802,2019-06-26,8
50010217802,2019-06-27,8
50010217802,2019-06-28,8
50010217802,2019-06-29,8
50010217802,2019-06-30,8
50010217802,2019-07-01,8
50010217802,2019-07-02,8
50010217802,2019-07-03,8
50010217802,2019-07-04,8
50010217802,2019-07-05,8
50010217802,2019-07-06,8
50010217802,2019-07-07,8
50010217802,2019-07-08,8
50010217802,2019-07-09,8
50010217802,2019-07-10,8
50010217802,2019-07-11,8
50010217802,2019-07-12,8
50010217802,2019-07-13,9
50010217802,2019-07-14,9
50010217802,2019-07-15,9
50010217802,2019-07-16,9
50010217802,2019-07-17,9
50010217802,2019-07-18,9
50010217802,2019-07-19,9
50010217802,2019-07-20,9
50010217802,2019-07-21,9
50010217802,2019-07-22,9
50010217802,2019-07-23,9
50010217802,2019-07-24,9
50010217802,2019-07-25,9
50010217802,2019-07-26,9
50010217802,2019-07-27,9
50010217802,2019-07-28,9
50010217802,2019-07-29,9
50010217802,2019-07-30,9
50010217802,2019-07-31,9
50010217802,2019-08-01,9
50010217802,2019-08-02,9
50010217802,2019-08-03,9
50010217802,2019-08-04,9
50010217802,2019-08-05,9
50010217802,2019-08-06,9
50010217802,2019-08-07,8
50010217802,2019-08-08,8
50010217802,2019-08-09,8
50010217802,2019-08-10,8
50010217802,2019-08-11,8
50010217802,2019-08-12,8
50010217802,2019-08-13,8
50010217802,2019-08-14,8
50010217802,2019-08-15,8
50010217802,2019-08-16,8
50010217802,2019-08-17,8
50010217802,2019-08-18,8
50010217802,2019-08-19,8
50010217802,2019-08-20,8
50010217802,2019-08-21,8
50010217802,2019-08-22,8
50010217802,2019-08-23,8
50010217802,2019-08-24,8
50010217802,2019-08-25,8
50010217802,2019-08-26,9
50010217802,2019-08-27,9
50010217802,2019-08-28,9
50010217802,2019-08-29,9
50010217802,2019-08-30,9
50010217802,2019-08-31,9
50010217802,2019-09-01,9
50010217802,2019-09-02,9
50010217802,2019-09-03,9
50010217802,2019-09-04,9
50010217802,2019-09-05,9
50010217802,2019-09-06,9
50010217802,2019-09-07,10
50010217802,2019-09-08,10
50010217802,2019-09-09,11
50010217802,2019-09-10,11
50010217802,2019-09-11,11
50010217802,2019-09-12,11
50010217802,2019-09-13,11
50010217802,2019-09-14,11
50010217802,2019-09-15,11
50010217802,2019-09-16,11
50010217802,2019-09-17,11
50010217802,2019-09-18,11
50010217802,2019-09-19,11
50010217802,2019-09-20,11
50010217802,2019-09-21,11
50010217802,2019-09-22,11
50010217802,2019-09-23,11
50010217802,2019-09-24,12
50010217802,2019-09-25,12
50010217802,2019-09-26,12
50010217802,2019-09-27,12
50010217802,2019-09-28,12
50010217802,2019-09-29,12
50010217802,2019-09-30,12
50010217802,2019-10-01,12
50010217802,2019-10-02,12
50010217802,2019-10-03,12
50010217802,2019-10-04,12
50010217802,2019-10-05,12
50010217802,2019-10-06,12
50010217802,2019-10-07,12
50010217802,2019-10-08,12
50010217802,2019-10-09,12
50010217802,2019-10-10,11
50010217802,2019-10-11,11
50010217802,2019-10-12,11
50010217802,2019-10-13,11
50010217802,2019-10-14,11
50010217802,2019-10-15,11
50010217802,2019-10-16,11
50010217802,2019-10-17,11
50010217802,2019-10-18,12
50010217802,2019-10-19,11
50010217802,2019-10-20,12
50010217802,2019-10-21,11
50010217802,2019-10-22,11
50010217802,2019-10-23,11
50010217802,2019-10-24,11
50010217802,2019-10-25,11
50010217802,2019-10-26,11
50010217802,2019-10-27,11
50010217802,2019-10-28,11
50010217802,2019-10-29,12
50010217802,2019-10-30,13
50010217802,2019-10-31,12
50010217802,2019-11-01,11
50010217802,2019-11-02,11
50010217802,2019-11-03,11
50010217802,2019-11-04,12
50010217802,2019-11-05,12
50010217802,2019-11-06,12
50010217802,2019-11-07,12
50010217802,2019-11-08,12
50010217802,2019-11-09,12
50010217802,2019-11-10,12
50010217802,2019-11-11,12
50010217802,2019-11-12,12
50010217802,2019-11-13,12
50010217802,2019-11-14,12
50010217802,2019-11-15,12
50010217802,2019-11-16,12
50010217802,2019-11-17,12
50010217802,2019-11-18,12
50010217802,2019-11-19,12
50010217802,2019-11-20,12
50010217802,2019-11-21,12
50010217802,2019-11-22,12
50010217802,2019-11-23,12
50010217802,2019-11-24,12
50010217802,2019-11-25,12
50010217802,2019-11-26,12
50010217802,2019-11-27,12
50010217802,2019-11-28,12
50010217802,2019-11-29,12
50010217802,2019-11-30,12
50010217802,2019-12-01,12
50010217802,2019-12-02,14
50010217802,2019-12-03,12
50010217802,2019-12-04,14
50010217802,2019-12-05,13
50010217802,2019-12-06,13
50010217802,2019-12-07,14
50010217802,2019-12-08,14
50010217802,2019-12-09,13
50010217802,2019-12-10,14
50010217802,2019-12-11,14
50010217802,2019-12-12,14
50010217802,2019-12-13,15
50010217802,2019-12-14,15
50010217802,2019-12-15,19
50010217802,2019-12-16,18
50010217802,2019-12-17,22
50010217802,2019-12-18,20
50010217802,2019-12-19,20
50010217802,2019-12-20,21
50010217802,2019-12-21,22
50010217802,2019-12-22,26
50010217802,2019-12-23,20
50010217802,2019-12-24,21
50010217802,2019-12-25,20
50010217802,2019-12-26,19
50010217802,2019-12-27,17
50010217802,2019-12-28,17
50010217802,2019-12-29,24
50010217802,2019-12-30,28
50010217802,2019-12-31,31
50010217802,2020-01-01,91
50010217802,2020-01-02,82
50010217802,2020-01-03,92
50010217802,2020-01-04,94
50010217802,2020-01-05,82
50010217802,2020-01-06,72
50010217802,2020-01-07,97
50010217802,2020-01-08,96
50010217802,2020-01-09,99
50010217802,2020-01-10,68
50010217802,2020-01-11,66
50010217802,2020-01-12,64
50010217802,2020-01-13,86
50010217802,2020-01-14,87
50010217802,2020-01-15,80
50010217802,2020-01-16,82
50010217802,2020-01-17,85
50010217802,2020-01-18,91
50010217802,2020-01-19,81
50010217802,2020-01-20,63
50010217802,2020-01-21,66
50010217802,2020-01-22,82
50010217802,2020-01-23,80
50010217802,2020-01-24,70
50010217802,2020-01-25,80
50010217802,2020-01-26,67
50010217802,2020-01-27,88
50010217802,2020-01-28,82
50010217802,2020-01-29,83
50010217802,2020-01-30,88
50010217802,2020-01-31,100
50010217802,2020-02-01,91
50010217802,2020-02-02,85
50010217802,2020-02-03,87
50010217802,2020-02-04,89
50010217802,2020-02-05,79
50010217802,2020-02-06,95
50010217802,2020-02-07,65
50010217802,2020-02-08,87
50010217802,2020-02-09,75
50010217802,2020-02-10,86
50010217802,2020-02-11,93
50010217802,2020-02-12,68
50010217802,2020-02-13,71
50010217802,2020-02-14,75
50010217802,2020-02-15,61
50010217802,2020-02-16,64
50010217802,2020-02-17,72
50010217802,2020-02-18,67
50010217802,2020-02-19,81
50010217802,2020-02-20,81
50010217802,2020-02-21,60
50010217802,2020-02-22,66
50010217802,2020-02-23,81
50010217802,2020-02-24,67
50010217802,2020-02-25,78
50010217802,2020-02-26,65
50010217802,2020-02-27,65
50010217802,2020-02-28,80
50010217802,2020-02-29,74
50010217802,2020-03-01,78
50010217802,2020-03-02,85
50010217802,2020-03-03,88
50010217802,2020-03-04,73
50010217802,2020-03-05,74
50010217802,2020-03-06,80
50010217802,2020-03-07,81
50010217802,2020-03-08,77
50010217802,2020-03-09,77
50010217802,2020-03-10,90
50010217802,2020-03-11,87
50010217802,2020-03-12,80
50010217802,2020-03-13,88
50010217802,2020-03-14,89
50010217802,2020-03-15,74
50010217802,2020-03-16,68
50010217802,2020-03-17,69
50010217802,2020-03-18,63
50010217802,2020-03-19,77
50010217802,2020-03-20,55
50010217802,2020-03-21,46
50010217802,2020-03-22,43
50010217802,2020-03-23,38
